sr,tender_number,title,description,ppra_category,reference,organization,location,status,advertised_date,closing_date,closing_time,detail_url,category,closing_dt,scraped_at
374,TS0000012140E,REQUEST FOR PROPOSAL FOR HIRING OF AUDIT FIRM FOR EXTERNAL AUDIT OF THE COMPANY,EPADS TENDER REF NO. P96103.,Services,PROC-02/External-Audit/JMC/2026-27,"Ministry of National Health Services, Regulation & Coordination",Islamabad - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012140E,Services,2026-09-08,2026-08-30T06:06:58.732314
375,TS0000012143E,Procurement of Janitorial & Non-Core Services,Procurement of Janitorial & Non-Core Services Procurement of Janitorial & Non-Core Services,Miscellaneous,P94996,Federal Investigation Agency,Islamabad - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012143E,Services,2026-09-08,2026-08-30T06:06:58.732314
376,TS0000012148E,1. Services Integrity Inspection Underground HSD Receipt Pipeline 2. Independent Inspecter for 3rd Party Inspection,1. Services Integrity Inspection Underground HSD Receipt Pipeline 2. Independent Inspecter for 3rd Party Inspection 1. Services Integrity Inspection Underground HSD...,Services,"1. OP-19842-AAR, 2. OP-19940-AA",Pakistan State Oil (PSO),Karachi - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012148E,Services,2026-09-08,2026-08-30T06:06:58.732314
377,TS0000012159E,3rd FP BN CONSERVANCY SERVICE CONTRACT,,Services,3rd FP BN/976,Pakistan Navy,Karachi - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012159E,Services,2026-09-08,2026-08-30T06:06:58.732314
378,TS0000012161E,Provision of conservancy services,Provision of conservancy services to MTC at Gwader,Miscellaneous,MTC-400/45,Ministry of Defence,Karachi - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012161E,Services,2026-09-08,2026-08-30T06:06:58.732314
379,TS0000011905E,REPAIR OF ANTENNA AND PROC OF SPARES,"MD APF, PAC KAMRA",Miscellaneous,"PACB/786-A/26203004/0533/P-4, PACB/786-A/26209007/0534/P-4, PACB/786-A/26210009/0535/P-4",Ministry of Defence Production,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011905E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
380,TS0000012170E,TENDER NO. 4421 (LT PC Spun Hollow Poles 31-Feet ),,Miscellaneous,TENDER NO. 4421 (LT PC Spun Hollow Poles 31-Feet ),Ministry of Energy (Power Division),Lahore - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012170E,Other,2026-09-08,2026-08-30T06:06:58.732314
381,TS0000012171E,TENDER NO. 4422 (D.A Bolts and Nuts & Bolts of different sizes),,Miscellaneous,TENDER NO. 4422 (D.A Bolts and Nuts & Bolts of different sizes),Ministry of Energy (Power Division),Lahore - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012171E,Other,2026-09-08,2026-08-30T06:06:58.732314
382,TS0000012174E,Conservancy Services,PROVISION OF CONSERVANCY SERVICES BASE SUPPLY...,Services,BSOS/IT/2026_27/01 dated 24 Aug 26,Pakistan Navy,Sujawal - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012174E,Services,2026-09-08,2026-08-30T06:06:58.732314
383,TS0000011996E,GINUM Canteen Contract,,Services,115/2025-26,Pakistan Atomic Energy Commission (PAEC),Islamabad - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011996E,Services,2026-09-08,2026-08-30T06:06:58.732314
384,TS0000012032E,Vacation of CRO Islamabad and Relocation/Refurbishment of relocated offices,Vacation of CRO Islamabad and Relocation/Refurbishment of relocated offices Vacation of CRO Islamabad and...,Civil Works,T#05/26-27,Securities and Exchange Commission of Pakistan (SECP),Islamabad - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",02:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012032E,Construction/Works,2026-09-08,2026-08-30T06:06:58.732314
385,TS0000012056E,Hose Pipe vacuum and etc,Tender TENDER ARE INVITED FOR MISC ITEMS Department:...,Civil Works,"197-S/1/A,T-DSW/2026-27(",Pakistan Railways,Lahore - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012056E,Construction/Works,2026-09-08,2026-08-30T06:06:58.732314
386,TS0000011546E,TENDER NO. 15/ICT Eqpt/NTOS Lhr/NLC/2026,,Equipments,Invitation to Bid,National Logistics Corporation (NLC),Rawalpindi - Pakistan,Published,"Aug 24, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011546E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
387,TS0000011368E,Tender Notice 2026-27 for Procurement of Stationery & other Store items,Tender Notice 2026-27 for Procurement of...,Stationery,2026-27-01,Federal Government Organization,Lahore - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 02, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011368E,Goods/Supplies,2026-09-02,2026-08-30T06:06:58.732314
388,TS0000011403E,IT NO. 13 (Tk T-80UD),A Veh (Tk T-80UD),Miscellaneous,IT NO. 13 (Tk T-80UD),304 Spares Depot EME,Khanewal - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011403E,Other,2026-09-02,2026-08-30T06:06:58.732314
389,TS0000011404E,IT NO. 14 (Spec VEh),IT NO. 14 (Spec VEh),Miscellaneous,IT NO. 14 (Spec Veh),304 Spares Depot EME,Khanewal - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011404E,Other,2026-09-02,2026-08-30T06:06:58.732314
390,TS0000011406E,IT No.15 FY 2026-27 (Tk T-80UD),PRoc of A Veh Spares,Miscellaneous,IT No.15 FY 2026-27 (Tk T-80UD),304 Spares Depot EME,Khanewal - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011406E,Other,2026-09-02,2026-08-30T06:06:58.732314
391,TS0000011407E,IT No.16 FY 2026-27 ( Tk T-85),Proc of A Veh Spares,Miscellaneous,IT No.16 FY 2026-27 ( Tk T-85),304 Spares Depot EME,Khanewal - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011407E,Other,2026-09-02,2026-08-30T06:06:58.732314
392,TS0000011511E,IT No.17 FY 2026-27 (Spec Veh),IT No.17 FY 2026-27 (Spec Veh),Miscellaneous,IT No.17 FY 2026-27 (Spec Veh),304 Spares Depot EME,Khanewal - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Sep 02, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011511E,Other,2026-09-02,2026-08-30T06:06:58.732314
393,TS0000010282E,"MT Store, Avn, Armt Spares, Sig, Engr & Tank Spares","7xP-2, 2xP-3, 2xP-7, 5xP-8/9, 2xP-12/13 & 10xP-14 1. Corrigendum pub on 7 Aug 2026 against tender...",Miscellaneous,"7xP-2, 2xP-3, 2xP-7, 5xP-8/9, 2xP-12/13 & 10xP-14",Directorate General Procurement (Army),Rawalpindi. - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Aug 31, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010282E,Defence/Military,2026-08-31,2026-08-30T06:06:58.732314
394,TS0000011273E,RFP for Hiring of Consultant Firms for Design Review & Construction Supervision in Lahore,,Services,Lahore,Ministry of Communications,Islamabad - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Aug 28, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011273E,Construction/Works,2026-08-28,2026-08-30T06:06:58.732314
395,TS0000011211E,IT-10,,Miscellaneous,81201-EME/LP/26-27/IT-10 dated 10 Aug 2026,Ministry of Defence,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 24, 2026","Aug 27, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011211E,Other,2026-08-27,2026-08-30T06:06:58.732314
396,TS0000012049E,Printing and Supply Of Corporate Cards For Corporate Clients-H&AI Faisalabad Office,P&GS/H&AI/FSD/1/2026 Sealed technical & financial bids are invited...,Stationery,P&GS/H&AI/FSD/1/2026,State Life Insurance Corporation of Pakistan,Faisalabad - Pakistan,Published,"Aug 23, 2026","Sep 11, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012049E,Goods/Supplies,2026-09-11,2026-08-30T06:06:58.732314
397,TS0000012051E,"Pre-qualification of Firms for Civil & Miscellaneous Works at TDAP, Karachi",,Civil Works,No. TDAP-2(18)/MSD/2026-27,Ministry of Commerce,Karachi - Pakistan,Published,"Aug 23, 2026","Sep 11, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012051E,Construction/Works,2026-09-11,2026-08-30T06:06:58.732314
398,TS0000012046E,"Procurement of Training Stores, A-in-U Stores, Material of Technical Projects, Fixed ATG, Special ATG and Upgradation of Training Facilities","Procurement of Training Stores, A-in-U Stores,...",Miscellaneous,Tender No. 1,HQ EME Battalion,Quetta - Pakistan,Published,"Aug 23, 2026","Sep 10, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012046E,Goods/Supplies,2026-09-10,2026-08-30T06:06:58.732314
399,TS0000011042E,Replacement of 2 x 200 AH/48 Volt(1+1) NGN Battery Banks installed at Transmission Hall Peshawar Cantt,Replacement of 2 x 200 AH/48 Volt(1+1) NGN Battery Banks installed at Transmission Hall Peshawar Cantt,Miscellaneous,P80911,Ministry of IT and TeleCommunication,Peshawar - Pakistan,PublishedCorrigendum,"Aug 23, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011042E,Defence/Military,2026-09-10,2026-08-30T06:06:58.732314
400,TS0000012045E,Procurement of Explosion-Proof Fans for PSO Aviation Stations.,,Appliances,AM-19927-IA,Pakistan State Oil (PSO),Karachi - Pakistan,Published,"Aug 23, 2026","Sep 08, 2026",02:15 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012045E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
401,TS0000012047E,"Repair/Maintenance of Split AC's & Other Electronic Equipment at HEC H-9 & H-8 Islamabad Premises, 20262027, Re-Tender",Re-Tender Least Cost Based as per PPRA Rule 36(a) Single...,Repair/Maintenance,HEC-0343,Higher Education Commission (HEC),Islamabad - Pakistan,Published,"Aug 23, 2026","Sep 08, 2026",01:30 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012047E,IT/Technology,2026-09-08,2026-08-30T06:06:58.732314
402,TS0000012048E,Durable Goods for NAVTTC,1. The National Vocational and Technical Training...,Furniture/Fixture,P97168,Ministry of Federal Education and Professional Training,Islamabad - Pakistan,Published,"Aug 23, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012048E,Other,2026-09-08,2026-08-30T06:06:58.732314
403,TS0000012052E,Coat & Wrap Material,,Consumable Items,FCS/MDR/TE/028/26,Sui Northern Gas Pipelines Limited (SNGPL),Karak - Pakistan,Published,"Aug 23, 2026","Sep 07, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012052E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
404,TS0000012053E,"Beam, Bolts & Plastes",,Miscellaneous,FCS/MDR/TE/029/26,Sui Northern Gas Pipelines Limited (SNGPL),Karak - Pakistan,Published,"Aug 23, 2026","Sep 07, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012053E,Other,2026-09-07,2026-08-30T06:06:58.732314
405,TS0000012054E,"Procurement of Protection Relays, Power Transformers & Panels",,Electrical Items,"GSO-07, GSO-08 & MM-15",Ministry of Energy (Power Division),Islamabad - Pakistan,Published,"Aug 23, 2026","Sep 07, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012054E,Energy/Utilities,2026-09-07,2026-08-30T06:06:58.732314
406,TS0000012055E,"Procurement of T&P, Testing and Maintenance Equipment & Long Range Thermo Visual Camera and Dielectric Strength Test Sets",,Electrical Items,GSO-09 & GSO-10,Ministry of Energy (Power Division),Islamabad - Pakistan,Published,"Aug 23, 2026","Sep 07, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012055E,Energy/Utilities,2026-09-07,2026-08-30T06:06:58.732314
407,TS0000011680E,"RECTIFICATION, COMMISSIONING TESTING AND SUCCESSFUL OPERATION","Corrigendum Rectification, commissioning testing and...",Civil Goods,197-S/1/8823/08-2026,Pakistan Railways,Lahore - Pakistan,PublishedCorrigendum,"Aug 23, 2026","Sep 03, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011680E,Services,2026-09-03,2026-08-30T06:06:58.732314
408,TS0000012040E,"Perishable, HMT & HL Contracts- CY 2027","Perishable, Hired Mechanical Transport &...",Services,Contracts CY 2027- 12 Div,Ministry of Defence,Muzaffarabad - Pakistan,Published,"Aug 22, 2026","Sep 18, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012040E,Services,2026-09-18,2026-08-30T06:06:58.732314
409,TS0000012027E,"Hospital Furniture, Wooden Furniture / Fixtures & Electronic Items","Hospital Furniture,  Wooden Furniture / Fixtures & Electronic  Items A Public Sector Hospital invites sealed tenders...",Furniture/Fixture,16/2026,Pakistan Atomic Energy Commission (PAEC),Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 10, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012027E,Medical/Health,2026-09-10,2026-08-30T06:06:58.732314
410,TS0000012033E,TENDER FOR VARIOUS REPAIR AND MAINTENANCE WORKS OF RAWALPINDI CANTONMENT BOARD (RCB),TENDER FOR VARIOUS REPAIR AND MAINTENANCE WORKS OF RAWALPINDI CANTONMENT BOARD (RCB) TENDER FOR VARIOUS REPAIR AND MAINTENANCE WORKS...,Civil Works,TENDER FOR VARIOUS REPAIR AND MAINTENANCE WORKS OF RAWALPINDI CANTONMENT BOARD (RCB),Ministry of Defence,Rawalpindi - Pakistan,Published,"Aug 22, 2026","Sep 10, 2026",01:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012033E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
411,TS0000012038E,PROCUREMENT OF SINGLE PHASE AMI SMART ENERGY METERS,,Electrical Items,Tender No. 1394/26,Ministry of Energy (Power Division),Sukkur - Pakistan,Published,"Aug 22, 2026","Sep 10, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012038E,Energy/Utilities,2026-09-10,2026-08-30T06:06:58.732314
412,TS0000012039E,PROCUREMENT/SUPPLY OF PRINTING BILL FORMS (GENRAL+ MDI) BATCHES,,Electrical Items,TENDER NO 1393/26,Ministry of Energy (Power Division),Sukkur - Pakistan,Published,"Aug 22, 2026","Sep 10, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012039E,Energy/Utilities,2026-09-10,2026-08-30T06:06:58.732314
413,TS0000012043E,NCB-240 Repair and Maintenance work of Building at AMI Data Base Centre Gujjarkhan at IESCO Grid Station Gujjar Khan under Repair and Maintenance Head,NCB-240 Repair and Maintenance work of Building...,Civil Works,NCB-240 Repair and Maintenance work of Building at AMI Data Base Centre Gujjarkhan at IESCO Grid Station Gujjar Khan under Repair and Maintenance Head,Islamabad Electric Supply Company (IESCO),Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 10, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012043E,Construction/Works,2026-09-10,2026-08-30T06:06:58.732314
414,TS0000011971E,"Providing/Replacement and Installation of LED Street lights at G-14/4, Islamabad",REQUEST FOR BIDS 1. The Federal Government...,Electrical Items,Maint-ts-streetlights-005,Ministry of Housing & Works,Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 09, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011971E,Energy/Utilities,2026-09-09,2026-08-30T06:06:58.732314
415,TS0000012028E,"PROCUREMENT OF POLYTHENE BAGS, INDIRECT MATERIAL & ELECTRICAL ITEMS","PROCUREMENT OF POLYTHENE BAGS, INDIRECT MATERIAL & ELECTRICAL ITEMS PROCUREMENT OF POLYTHENE BAGS, INDIRECT MATERIAL...",Miscellaneous,"0018,0047,0071-LP-W-57",Ministry of Defence Production,Wah Cantt - Pakistan,Published,"Aug 22, 2026","Sep 09, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012028E,Energy/Utilities,2026-09-09,2026-08-30T06:06:58.732314
416,TS0000011931E,Supply of Office Stationery,,Stationery,01/2026-27,Federal Board of Revenue (FBR),Hyderabad - Pakistan,Published,"Aug 22, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011931E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
417,TS0000011938E,Supply of Computer Stationery,,Stationery,02/2026-27,Federal Board of Revenue (FBR),Hyderabad - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011938E,IT/Technology,2026-09-08,2026-08-30T06:06:58.732314
418,TS0000011940E,Supply of Uniforms,,Clothing/Uniform,03/2026-27,Federal Board of Revenue (FBR),Hyderabad - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011940E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
419,TS0000011974E,"Replacement of Centrifugal Pumps at Pump Station Located at St No 24, G-13/2, Islamabad",REQUEST FOR BIDS 1. The Federal Government...,Mechanical/Machinery,Media-ts-pumps-006,Ministry of Housing & Works,Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 08, 2026",12:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011974E,Other,2026-09-08,2026-08-30T06:06:58.732314
420,TS0000012031E,Procurement of Transformer Reclamation Workshop (TRW) Material,E-bids are invited without involving foreign...,Electrical Items,T/3167-3171,Faisalabad Electric Supply Company (FESCO),Faisalabad - Pakistan,Published,"Aug 22, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012031E,Energy/Utilities,2026-09-08,2026-08-30T06:06:58.732314
421,TS0000012036E,"PRE-QUALIFICATION OF FIRMS/SERVICE PROVIDERS ETC FOR REPAIR/MAINTENANCE OF PHOTOSTAT MACHINES, COMPUTER, PRINTER, FAX MACHINE, SCANNER, ELECTRIC WATER COOLER, AIR CONDITIONERS, IT EQUIPMENT, SERVER, UT FIREWALL ROUTERS, NETWORKING, VEHICLES, MOTORCYCLE, FURNITURE/FIXTURE ITEMS AND ALL OTHER MACHINERY EQUIPMENT,BUILDING MAINTENANCE AND PRE-QUALIFICATION OF FIRMS FOR STATIONERY, MISCELLANEOUS ITEMS AND ALL OTHER ITEMS DURING THE FINANCIAL YEAR 2026-27.","PRE-QUALIFICATION OF FIRMS/SERVICE PROVIDERS ETC FOR REPAIR/MAINTENANCE OF PHOTOSTAT MACHINES, COMPUTER, PRINTER, FAX MACHINE, SCANNER, ELECTRIC WATER COOLER, AIR CONDITIONERS, IT EQUIPMENT, SERVER, UT FIREWALL ROUTERS, NETWORKING, VEHICLES, MOTORCYCLE, FURNITURE/FIXTURE ITEMS AND ALL OTHER MACHINERY EQUIPMENT,BUILDING MAINTENANCE AND PRE-QUALIFICATION OF FIRMS FOR STATIONERY, MISCELLANEOUS ITEMS AND ALL OTHER ITEMS DURING THE FINANCIAL YEAR 2026-27.",Repair/Maintenance,7/1/2026-27(general),Ministry of Interior and Narcotics Control,Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 08, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012036E,Construction/Works,2026-09-08,2026-08-30T06:06:58.732314
422,TS0000012037E,LP/T-4202/26/AA Procurement of Two Side White Coated Cover Paper,,Stationery,LP/T-4202/26/AA Procurement of Two Side White Coated Cover Paper,Pakistan Security Printing Corporaion (PSPC),Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 08, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012037E,Goods/Supplies,2026-09-08,2026-08-30T06:06:58.732314
423,TS0000011749E,"HIRING OF CHARTERED ACCOUNTANCY FIRM FOR THE REGISTRATION OF PROVIDENT FUND TRUST,GRATUITY FUND TRUST AND PENSION FUND TRUST UNDER “THE PUNJAB TRUST ACT, 2020”",P92668,Services,PIFD/TENDER/2026-27/005,Ministry of Federal Education and Professional Training,Lahore - Pakistan,Published,"Aug 22, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011749E,Services,2026-09-07,2026-08-30T06:06:58.732314
424,TS0000003789E,Procurement of Polycarbonate without chip Cards,Procurement of Polycarbonate without chip Cards 1. National Database & Registration Authority...,Consumable Items,NADRA-HQ-RFB-41/2026,National Database and Registration Authority (NADRA),Islamabad - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000003789E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
425,TS0000012041E,Pre-qualification of Firms for the provision of services,,Services,04 (01)/ sifc/ general/ pq of firms for services,Prime Minister's Office,Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 07, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012041E,Services,2026-09-07,2026-08-30T06:06:58.732314
426,TS0000012042E,Procurement Notice,Repair of Burnt ISUZU NMR Truck (Model 2024) Repairing of Burnt ISUZU NMR Truck (Model 2024),Miscellaneous,P92044,Faisalabad Electric Supply Company (FESCO),Faisalabad - Pakistan,Published,"Aug 22, 2026","Sep 07, 2026",03:00 PM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012042E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
427,TS0000012044E,"Supply, Installation and Commissioning of Multiple AC Units",,Equipments,EPADS V2 No. P87139,"Ministry of Planning, Development & Special Initiatives",Islamabad - Pakistan,Published,"Aug 22, 2026","Sep 07, 2026",10:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012044E,Goods/Supplies,2026-09-07,2026-08-30T06:06:58.732314
428,TS0000012029E,perishables / HMT,Tendering Program All Perishables Items/ HMT/HAT CY-2027 Tendering Program All Perishables Items/ HMT/HAT...,Food Items,perishables Items,Ministry of Defence,Gilgit - Pakistan,Published,"Aug 22, 2026","Sep 06, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012029E,Other,2026-09-06,2026-08-30T06:06:58.732314
429,TS0000012030E,Frontier Corps North Bln Signals Branch auction of outdated signal equipment and scrap spare parts,Auction of outdated signal equipements and scrap spare parts Frontier Corps North Bln Signals Branch auction...,Equipments,12,Frontier Constabulary,Quetta - Pakistan,Published,"Aug 22, 2026","Sep 06, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000012030E,Goods/Supplies,2026-09-06,2026-08-30T06:06:58.732314
430,TS0000011644E,Gen Stores,Gen Stores,Miscellaneous,09/Normal/2026-27,Ministry of Defence,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Sep 03, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011644E,Other,2026-09-03,2026-08-30T06:06:58.732314
431,TS0000010223E,PROCUREMENT OF 1X CBU 150 KVA DIESEL GENERATOR SET (DG SET) WITH BUILD-IN FUEL TANK AND OUTSIDE VERTICAL FUEL TANK,PROCUREMENT OF 1X CBU 150 KVA DIESEL GENERATOR SET (DG SET) WITH BUILD-IN FUEL TANK AND OUTSIDE VERTICAL FUEL TANK GOVERNMENT OF PAKISTAN MINISTRY OF INTERIOR &...,Mechanical/Machinery,NADRA-HQ-RFB-85/2026,National Database and Registration Authority (NADRA),Islamabad - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Sep 03, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010223E,Energy/Utilities,2026-09-03,2026-08-30T06:06:58.732314
432,TS0000010257E,Procurement of Two (02) CBU DCC 680 kVA Diesel Generator Set (DG Set),Procurement of Two (02) CBU DCC 680 kVA Diesel Generator Set (DG Set) GOVERNMENT OF PAKISTAN MINISTRY OF INTERIOR &...,Mechanical/Machinery,NADRA-HQ-RFB-86/2026,National Database and Registration Authority (NADRA),Islamabad - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Sep 03, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000010257E,Goods/Supplies,2026-09-03,2026-08-30T06:06:58.732314
433,TS0000011373E,Ord Stores/ Equipment,Ord Stores/ Equipment,Miscellaneous,08/Normal/2026-27,Ministry of Defence,Rawalpindi - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Aug 28, 2026",10:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011373E,Goods/Supplies,2026-08-28,2026-08-30T06:06:58.732314
434,TS0000011251E,PRE-QUALIFICATION FOR HIRING OF AUDIT FIRMS FOR NAVTTC,JV is not Allowed. Any vendor placing clarification as grievance would be awarded demerit points. The pre-qualification document published on EPMS / PPRA website to be considered for preparation / submission of bids. 1. The National Vocational and Technical Training...,Miscellaneous,P83692,Ministry of Federal Education and Professional Training,Islamabad - Pakistan,PublishedCorrigendum,"Aug 22, 2026","Aug 27, 2026",11:00 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011251E,Services,2026-08-27,2026-08-30T06:06:58.732314
435,TS0000011956E,PAKISTAN ORDNANCE FACTORY SANJWAL CANTT ATTOCK,Knee Type Horizontal conventional Milling Machine Knee Type Horizontal conventional Milling Machine,Mechanical/Machinery,5167/135/FP/Capt/SJL,Pakistan Ordnance Factories (POF),Attock - Pakistan,Published,"Aug 21, 2026","Sep 24, 2026",11:30 AM,https://epms.ppra.gov.pk/public/tenders/tender-details/TS0000011956E,Defence/Military,2026-09-24,2026-08-30T06:06:58.732314
